+++++++此为分集分割线+++++++
+++++++此为分集分割线+++++++
Muddy Puddles. | 泥坑
it's time to decide who hasthe best fancy dress costume. | 是时候决定谁在化妆舞会上装扮得最好的。
We need a judge. | 我们需要一个裁判。
Me! Me! Me! | 我！我！我！
As it's Peppa's party, | 这是佩奇的派对，
maybe she should be the judge. | 也许应该由她做裁判。
I'm the judge! I'm the judge! | 我是裁判！我是裁判！
Daddy, what is a "judge"? | 爸爸，什么是“裁判”？
The "judge" decides whohas the best costume. | “裁判”可以决定谁装扮得最好。
Oh, goody! | 哦，好哦！
Peppa is going to choose who has the best costume. | 佩奇准备选出装扮得最好的一位。
Suzy, can I see your costume, please? | 苏茜，我可以看看你的装扮吗？
Baaa! I'm Nurse Suzy. | 咩！我是护士苏茜。
I make people better. | 我能减轻人们的病痛。
Very good, Nurse Suzy. Now, Danny! | 很好，护士苏茜。现在，到丹尼了！
Woof! I'm a pirate! | 汪！我是一名海盗！
Shiver me timbers! | 吓到你发抖！
Now, Candy. | 现在，到凯迪了。
Meow. I'm a witch. | 喵。我是一个巫婆。
I can turn you into a frog! | 我可以把你变成青蛙！
Well, I'm a fairy princessand I can turn you into a frog! | 好吧，我是仙女公主我也可以把你变成青蛙！
Children! Children! | 孩子们！孩子们！
Sorry, Mummy. | 对不起，妈妈。
Who's next? | 下一位是谁？
I'm a clown! | 我是一个小丑！
That's funny! And Rebecca? | 真有趣！瑞贝卡呢？
I'm a carrot. | 我是一个胡萝卜。
Lovely. | 很不错。
And my little brother, George,is a scary dinosaur. | 我弟弟，乔治，装扮成一只恐龙。
Grrrrrrrrrrrrrr! | 咯~~~~~~~~~！
Everyone's costume is very good. | 大家的装扮都非常好。
Hurray! Baa! Meow! Woof! Neigh! | 好耶！咩！喵！汪！嘶！
Now you say who the winner is. | 现在你公布胜出的人。
Oh, yes! Uh hum! | 哦，好的！呃 嗯！
And the winner is... | 胜出的人是。。。
Me! | 我！
Peppa you can't pick yourself! | 佩奇你不可以选你自己的！
You're the judge! | 你是裁判！
Oh! Can't I? | 哦！我不能吗？
You have to pick another winner. | 你只能选其他人。
Okay, the carrot wins. | 好的，胡萝卜获胜。
Hurray! | 好耶！
Thank you. | 谢谢你。
Peppa loves fancy dress parties! | 佩奇喜欢化妆舞会！
Everyone loves fancy dress parties! | 大家都喜欢化妆舞会！
+++++++此为分集分割线+++++++
+++++++此为分集分割线+++++++
Very Hot Day! | 酷暑难当！
The sun is shining.It is a very hot day. | 太阳当空照着。天气非常炎热。
What a lovely, hot day! | 真是个不错的大热天啊！
Peppa and George are wearing their boots! | 佩奇和乔治穿着他们的靴子！
They are going to jump in muddy puddles! | 他们准备去跳泥坑！
I love muddy puddles. | 我喜欢泥坑。
Oh! | 哦！
Oh, dear! The sun is so hot | 哦，糟糕！天气太热了
that the puddles have dried up! | 泥坑都晒干了！
Mummy! Daddy! | 妈妈！爸爸！
The puddles are all dry and we can't jump in them! | 泥坑都晒干了，我们不能跳了！
Never mind, Peppa. | 没关系，佩奇。
It's so sunny, | 天气晴朗，
you can play in the paddling pool instead! | 你们可以在充气泳池里玩！
Yes! The paddling pool! | 是啊！充气泳池！
First, you have to change intoyour swimming costumes. | 首先，你得换上你的泳装。
Yes, Mummy. | 好的，妈妈。
Peppa and George are wearing their swimming costumes! | 佩奇和乔治穿上了泳装！
Mummy Pig is wearing her swimming costume. | 妈妈也穿上了泳装！
And Daddy Pig is wearing his swimming costume! | 爸爸也穿上了泳装！
Because it's so hot,you need sun cream. | 天气太热了，你要抹些防晒霜。
It's all oily and yucky! | 油油的，好讨厌！
Yuck! | 讨厌！
What a fuss about nothing! | 不要抱怨了！
Yes, we all need sun cream today. | 是啊，我们今天全都要抹防晒霜。
Oh! | 哦！
Come on, George. | 来吧，乔治。
Let's get some air intothis paddling pool! | 我们给充气泳池充气！
Daddy Pig is pumping up the paddling pool! | 爸爸在给充气泳池充气！
Easy as pie! | 小菜一碟！
Peppa holds the hose and Mummy Pig turns on the water. | 佩奇捉住了水管妈妈打开了水笼头。
Where's the water? | 水在哪？
Wahhh! | 哇~！
Peppa and George love their paddling pool. | 佩奇和乔治喜欢他们的充气泳池。
Ice cream! Ice cream! | 冰淇淋！冰淇淋！
Ms. Rabbit, the ice cream lady! | 是卖冰淇淋的兔女士！
Ice cream! | 冰淇淋！
On very hot days,Ms. Rabbit sells ice cream. | 在天很热时，兔女士会卖冰淇淋。
Mummy, Daddy! | 妈妈，爸爸！
Can George and I have an ice cream, please? | 乔治和我可以吃冰淇淋吗？
Oh, well, I suppose it isan especially hot day. | 哦，好吧，今天实在太热了。
Hurray! | 好耶！
Please, can I have one as well? | 请也给我买一个吧？
Everyone likes ice cream! | 大家都喜欢冰淇淋！
Hello, Mummy Pig, Peppa and George. | 你好，猪妈妈，佩奇和乔治。
Hello, Ms. Rabbit. | 你好，兔女士。
What ice creams would you like? | 你想要什么冰淇淋？
Can I have a cone, please,Ms. Rabbit? | 可以给我一个冰淇淋球吗，兔女士？
Of course you may, Peppa! | 当然可以，佩奇！
Thank you. | 谢谢你。
The same for me and one for Daddy Pig, please. | 我也一样，冰淇淋球，猪爸爸也一个。
And what would young Mr. George like? | 那小乔治想要什么呀？
Dine-Saw! | 恐龙！
A dinosaur? | 想要恐龙？
Silly George! | 傻呼呼的乔治！
He always says ''dinosaur''for everything! | 对所有的东西，他总说“恐龙”！
Well, it just so happens thatI do have a dinosaur shaped ice-lolly! | 好吧，正好我有卖恐龙形状的冰棍！
Dine-Saw! Grrrr! | 恐龙！咯！
George, | 乔治，
you should eat your ice-lolly before it melts. | 在冰棍融化前快吃掉它。
Dine-Saw. | 恐龙。
George loves his dinosaur ice-lolly so much, | 乔治太喜欢他的恐龙冰棍了，
he doesn't want to eat it. | 他不舍得吃了。
Thank you, Ms. Rabbit! | 谢谢你，兔女士！
Enjoy the weather! | 祝你们玩得愉快！
George, I really think youshould eat your ice-lolly | 乔治，我认为你要快点吃你的冰棍
before it melts and...falls on the ground. | 不然它会融化。。。掉到地上。
Oh, dear, George's dinosaurice-lolly has melted。 | 哦，糟糕了，乔治的恐龙冰棍融化了。
and fallen on the ground. | 并且掉到地上了。
Never mind, George. | 没关系，乔治。
You can share Daddy's ice cream. | 你可以吃爸爸的冰淇淋。
I'm sure he won't mind. | 我相信他不会介意的。
It is so warm, | 天气太暖了，
Daddy Pig has fallen asleep! | 猪爸爸睡着了！
Daddy Pig does look hot! | 猪爸爸看上去很热！
Let's tip water on Daddyto cool him down! | 让我们把水倒在爸爸身上让他凉快凉快！
Good idea, Peppa! | 好主意，佩奇！
What happened?!!! | 发生什么事了？！！！
You were all red and hot, Daddy Pig! | 你刚才又红又热的，猪爸爸！
So we tipped water on you! | 我们给你倒了些水！
Oh, I see. Thank you, Peppa. | 哦，我明白了。谢谢你，佩奇。
Look! The puddles are back! | 看！泥坑又出现了！
Quick, George, let's get out boots! | 快，乔治，我们快去找靴子！
Peppa and George are wearing their boots! | 佩奇和乔治穿上了靴子！
Peppa and George love the hot day. | 佩奇和乔治喜欢大热天。
But most of all, | 但是最主要的是，
they love jumping up and down in puddles! | 他们喜欢在泥坑里跳来跳去！
I'm Peppa Pig. | 我是佩奇。
This is my little brother, George. | 这是我的弟弟，乔治。
+++++++此为分集分割线+++++++
+++++++此为分集分割线+++++++
Mister Skinnylegs! | 瘦腿先生！
Peppa is playing with her doll's house.George is playing, too. | 佩奇在玩她的玩偶小屋。乔治也在玩。
Peppa is making a tea party for the doll family. | 佩奇在给玩偶之家开茶会。
Here, George! I'm the Mummy and Daddy. | 来吧，乔治！我来扮演妈妈和爸爸。
You can be the children. | 你来扮演孩子们。
Children! It's nearly tea time, | 孩子们！下午茶时间快到，
so you must wash your hands. | 你们必需洗手。
George's putting the dolls to bed. | 乔治把玩偶放在床上。
Night night! | 晚安！
George, why are you puttingthe children to bed? | 乔治，你为什么把孩子们放在床上？
They're having a tea party. | 他们要参加茶会。
George likes putting the dolls to bed. | 乔治喜欢把玩偶放在床上。
Children, come down stairs right now | 孩子们，快下来，
or you won't get any cake! | 不然你们吃不到蛋糕了！
George isn't listening. | 乔治没在听。
He's too busy puttingthe dolls to bed. | 他在忙着把玩偶放到床上。
George! If you want to playwith my doll's house, | 乔治！如果你想玩我的玩偶小屋，
you have to help with the tea party. | 你得帮忙筹办茶会。
Here, George, you can fillthe teapot with water. | 来吧，乔治，你去把茶壶装满。
Children, come downstairs right now. | 孩子们，现在马上下楼吧。
Mummy! We're coming! | 妈妈！我们来了！
George is going to fill the teapot with water. | 乔治准备把茶壶装满水。
George has found a spider in the sink. | 乔治在水槽里发现了一只蛛蛛。
George wants the spider to be his friend. | 乔治想蛛蛛成为他的朋友。
Oh! | 哦！
George likes the spider. | 乔治喜欢蛛蛛。
The spider likes George. | 蛛蛛也喜欢乔治。
Peppa loves playing tea parties. | 佩奇喜欢举办茶会。
Where are all the chocolate biscuits, Daddy? | 所有的巧克力饼干在哪啊，爸爸？
We had lots yesterday! | 我们昨天还有很多的！
Oh, err, I'm sorry, Mummy, | 哦，呃，对不起，妈妈，
I must have eaten them all. | 我已经吃完了。
Naughty Daddy. | 淘气的爸爸。
George is putting the spider to bed. | 乔治把蛛蛛放在床上。
Night night. | 晚安。
George, what is it you're doing? | 乔治，你在干什么呢？
You have to help me with the tea party. | 你得帮我筹备茶会。
Help, help! | 救命，救命！
Daddy! There's a spiderin my bedroom!! | 爸爸！有只蛛蛛在我的卧室！！
Don't worry, Peppa. | 不用担心，佩奇。
Please, Daddy, take it away. | 爸爸，请把它弄走。
No need to panic. | 不用惊慌。
Hello, George, have youseen the spider? | 你好，乔治，你有没有看到蛛蛛？
It's too scary. Take it away. | 太吓人了。把它弄走。
There's no need to be afraid, Peppa. | 没有必要这么害怕，佩奇。
Spiders are very, very smalland they can't hurt you... | 蛛蛛是非常非常小的，他们不会伤害你。。。
..But don't worry, | 。。。不用担心，
Daddy will take it out of the bedroom. | 爸爸会把它拿出卧室。
Woah! He's quite big, isn't he? | 哦啊！他长得挺大的，是不是？
Umm...I'll just fetch Mummy Pig. | 嗯。。。我要叫上猪妈妈。
Mummy Pig! | 猪妈妈！
Hello, Mr. Skinnylegs. | 你好，瘦腿先生。
Peppa feels a little bit braver. | 佩奇变得大胆一些了。
He likes being in my doll's house. | 他喜欢在我的玩偶小屋。
Hello, children, | 你们好，孩子们，
I hear you've founda little spider. | 我听说你们发现了一只小蛛蛛。
I'll take him out of thebedroom so you two can play. | 我会把它拿出卧室，那么你俩就可以继续玩了。
Mummy, his name is Mr. Skinnylegs. | 妈妈，他的名字叫瘦腿先生。
Oh! Mr. Skinnylegs is big,isn't he? | 哦！瘦腿先生很大，对不？
Peppa and George like the spider. | 佩奇和和乔治喜欢这蛛蛛。
Night night. | 晚安。
George is putting the spider to bed. | 乔治把蛛蛛放到床上。
No, George! | 不，乔治！
He wants some tea. | 他想要些茶。
He doesn't want to be in bed. | 他不想睡在床上。
Are you hungry, Mr. Skinnylegs? | 你饿吗，瘦腿先生？
Would you like some cake? | 你想要些蛋糕吗？
Peppa isn't afraid ofthe spider anymore. | 佩奇不再害怕蛛蛛了。
Mummy, Daddy. Sit down. | 妈妈，爸爸。请坐下。
We're all going to have teawith Mr. Skinnylegs. | 我们准备和瘦腿先生一起用茶。
Who wants tea? | 谁想要茶？
Me, please! Me, please! | 请给我！请给我！
Delicious! | 美味！
Peppa loves playing tea parties. | 佩奇喜欢举办茶会。
Here's your tea, Mr. Skinnylegs. | 这是你的茶，瘦腿先生。
What's that? | 说什么？
You want to say ''hello'' to my daddy? | 你想对我爸爸说“你好”？
Hello, Mr. Daddy Pig! | 你好，猪爸爸！
Heh, err, that's all right, Peppa. | 嘿，呃，没关系，佩奇。
Let Mr. Skinnylegs drink his tea.. | 让瘦腿先生喝茶。。。
You're not scared, are you, Daddy? | 你不会害怕，对不，爸爸？
Oh, no, of course not... | 哦，不，当然不害怕。。。
Not so close. | 不要靠得太近。
Oooh! Ooofff! | 哦~！喔~！
Peppa likes Mr. Skinnylegs, | 佩奇喜欢瘦腿先生，
Everyone likes Mr. Skinnylegs. | 大家都喜欢瘦腿先生。
I'm Peppa Pig. | 我是佩奇。
This is my little brother, George. | 这是我的弟弟，乔治。
+++++++此为分集分割线+++++++
+++++++此为分集分割线+++++++
Lunch! | 午餐！
Peppa and George have come to Granny and Grandpa Pig's house for lunch. | 佩奇和乔治来到猪奶奶和猪爷爷家吃午餐。
